citation_id,source_url,title,issue,collision_node_count
29/2016/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--101418,"Nghị định số 29/2016/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 160/2007/NĐ-CP ngày 30 tháng 10 năm 2007 quy định Cờ truyền thống, Công an hiệu, cấp hiệu, phù hiệu và trang phục của lực lượng Công an nhân dân",12c,3
130/2025/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--185641,Luật Hàng không dân dụng Việt Nam số 130/2025/QH15,12c,3
126/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--170319,"Nghị định số 126/2024/NĐ-CP quy định về tổ chức, hoạt động và quản lý hội",12c,3
10/2003/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--20998,"Luật Sửa đổi, bổ sung một số điều của Luật Ngân hàng Nhà nước Việt Nam số 10/2003/QH11",12c,3
22/2020/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--141143,"Nghị định số 22/2020/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 139/2016/NĐ-CP ngày 04 tháng 10 năm 2016 của Chính phủ quy định về lệ phí môn bài",12c,3
29/2013/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--113275,"Nghị định số 29/2013/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 92/2009/NĐ-CP ngày 22 tháng 10 năm 2009 của Chính phủ về chức danh, số lượng, một số chế độ, chính sách đối với cán bộ, công chức ở xã, phường, thị trấn và những người hoạt động không chuyên trách ở cấp xã",12c,3
35/2024/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--172475,Luật Đường bộ số 35/2024/QH15,12c,2
64/2010/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--26351,Luật Tố tụng hành chính số 64/2010/QH12,12c,2
24/2026/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--7c61efd0-5e6f-11f1-9238-47ade1790244,"Nghị quyết 24/2026/NQ-CP Cắt giảm, phân cấp, đơn giản hóa thủ tục hành chính, điều kiện kinh doanh lĩnh vực quốc phòng, nội vụ, tài chính, xây dựng, ngoại giao, tư pháp, ngân hàng",12c,2
89/2015/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--85974,"Nghị định số 89/2015/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 67/2014/NĐ-CP ngày 07 tháng 7 năm 2014 của Chính phủ về một số chính sách phát triển thủy sản",12c,2
79/2011/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--27009,"Nghị định số 79/2011/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 36/2008/NĐ-CP ngày 28 tháng 3 năm 2008 của Chính phủ về quản lý tàu bay không người lái và các phương tiện bay siêu nhẹ và Nghị định số 58/2010/NĐ-CP ngày 01 tháng 6 năm 2010 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật Dân quân tự vệ",12c,2
124/2018/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--131266,"Nghị định số 124/2018/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 63/2011/NĐ-CP ngày 28 tháng 7 năm 2011 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật trọng tài thương mại",12c,2
973/2015/UBTVQH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--130536,"Nghị quyết số 973/2015/UBTVQH13 Về sửa đổi, bổ sung bảng phụ cấp chức vụ đối với cán bộ lãnh đạo của Nhà nước và Đại biểu Quốc hội hoạt động chuyên trách, bảng lương chuyên môn, nghiệp vụ ngành Tòa án, ngành Kiểm sát ban hành kèm theo Nghị quyết số 730/2004/NQ-UBTVQH11 ngày 30 tháng 9 năm 2004 của Ủy ban thường vụ Quốc hội; sửa đổi, bổ sung Nghị quyết số 522b/NQ-UBTVQH13 ngày 16 tháng 8 năm 2012 của Ủy ban thường vụ Quốc hội về trang phục đối với cán bộ, công chức, viên chức ngành Kiểm sát và giấy chứng minh Kiểm sát viên",12c,2
47/2013/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--30459,"Nghị định số 47/2013/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 82/2011/NĐ-CP ngày 16 tháng 9 năm 2011 của Chính phủ quy định về thi hành án tử hình bằng hình thức tiêm thuốc độc",12c,2
89/2015/NÐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--104210,"Nghị định số 89/2015/NÐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 67/2014/NĐ-CP ngày 07 tháng 7 năm 2014 của Chính phủ về một số chính sách phát triển thủy sản",12c,2
01/2002/PL-UBTVQH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--21994,"Pháp lệnh số 01/2002/PL-UBTVQH11 Sửa đổi Điều 22 và Điều 23 của Pháp lệnh ưu đãi người hoạt động cách mạng, liệt sĩ và gia đình liệt sĩ, thương binh, bệnh binh, người hoạt động kháng chiến, người có công giúp đỡ cách mạng",12c,2
10/2011/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--26131,"Nghị định số 10/2011/NĐ-CP Về việc sửa đổi, bổ sung một số điều của Nghị định số 141/2006/NĐ-CP ngày 22 tháng 11 năm 2006 về ban hành Danh mục mức vốn pháp định của các tổ chức tín dụng",12c,2
135/2025/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--185659,Luật Xây dựng số 135/2025/QH15,12c,2
56/2014/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--36891,"Luật Sửa đổi, bổ sung một số điều của Luật Quốc tịch Việt Nam số 56/2014/QH13",12c,2
39/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--187831,"Nghị định số 39/2026/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 27/2019/NĐ-CP ngày 13 tháng 3 năm 2019 của Chính phủ quy định chi tiết một số điều của Luật Đo đạc và bản đồ được sửa đổi, bổ sung bởi Nghị định số 136/2021/NĐ-CP ngày 31 tháng 12 năm 2021 của Chính phủ và Nghị định số 22/2023/NĐ-CP ngày 12 tháng 5 năm 2023 của Chính phủ",12c,1
16/2023/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--167565,Luật Giá số 16/2023/QH15,12c,1
241/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--aee9c160-8bc1-11f1-a232-057125fe017c,"Nghị định số 241/2026/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 165/2024/NĐ-CP ngày 26 tháng 12 năm 2024 của Chính phủ quy định chi tiết, hướng dẫn thi hành một số điều của Luật Đường bộ và và Điều 77 Luật Trật tự, an toàn giao thông đường bộ",12c,1
13/2022/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--152699,"Nghị định số 13/2022/NĐ-CP Sửa đổi, bổ sung một số điều Nghị định số 132/2008/NĐ-CP ngày 31 tháng 12 năm 2008, Nghị định số 74/2018/NĐ-CP ngày 15 tháng 5 năm 2018 của Chính phủ quy định chi tiết thi hành một số điều Luật Chất lượng sản phẩm, hàng hóa và Nghị định số 86/2012/NĐ-CP ngày 19 tháng 10 năm 2012 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều Luật Đo lường",12c,1
08/2022/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--163515,Luật Kinh doanh bảo hiểm số 08/2022/QH15,12c,1
24/2023/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--165912,Luật Viễn thông số 24/2023/QH15,12c,1
69/2015/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--77794,"Nghị định số 69/2015/NĐ-CP Sửa đổi, bổ sung một số điều của Điều lệ tổ chức và hoạt động của Tổng công ty Đường sắt Việt Nam ban hành kèm theo Nghị định số 175/2013/NĐ-CP ngày 13 tháng 11 năm 2013 của Chính phủ",12c,1
18/2023/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--167216,Luật Phòng thủ dân sự số 18/2023/QH15,12c,1
